8 0.08333333333333334 14 0.6697072589719008
8 0.16666666666666669 9 0.6687584269996953
8 0.25 18 0.6580400960122661
6 0.3333333333333333 15 0.6555492641344887
6 0.41666666666666663 8 0.6603588705690052
18 0.039999999999999994 10 0.6698171319555313
16 0.07999999999999999 8 0.6691109014086465
16 0.12 9 0.6689639980996298
16 0.16 13 0.6688722267520808
14 0.2 6 0.6652170661537438
34 0.019999999999999997 13 0.6698563838201395
32 0.039999999999999994 8 0.66982509843638
32 0.06 7 0.6697345287930684
32 0.08 7 0.6691661536087272
30 0.1 6 0.6684453402438233
66 0.009999999999999998 15 0.6698693528136865
66 0.019999999999999997 8 0.6698693910700559
66 0.03 8 0.6697968429833451
64 0.04 6 0.6697942019937577
64 0.05 6 0.6695841626627086
200 0.003333333333333333 6 0.6698531292555232
200 0.006666666666666666 8 0.6698652230555673
198 0.01 6 0.6698647396897374
198 0.013333333333333334 6 0.6698531292555232
198 0.016666666666666666 6 0.6698570215601625
