8 0.08333333333333334 14 0.803261525917573
8 0.16666666666666669 9 0.8027690220936644
8 0.25 18 0.7888541303984388
6 0.3333333333333333 16 0.7939821679943067
6 0.41666666666666663 8 0.7977090483402367
18 0.039999999999999994 12 0.8035027832961494
16 0.07999999999999999 8 0.8025724636690073
16 0.12 10 0.8021514838751097
16 0.16 11 0.8027598710226436
14 0.2 6 0.8002267797805117
34 0.019999999999999997 13 0.8035230254955192
32 0.039999999999999994 8 0.803508895510319
32 0.06 7 0.8034460443380842
32 0.08 7 0.8026057481268872
30 0.1 6 0.8025148859720005
66 0.009999999999999998 11 0.8035354144776413
66 0.019999999999999997 8 0.8035356332940135
66 0.03 8 0.8034835830069256
64 0.04 6 0.8034361701779895
64 0.05 6 0.8033340829457511
200 0.003333333333333333 7 0.8035225496278426
200 0.006666666666666666 8 0.8035332649010108
198 0.01 6 0.803529538084955
198 0.013333333333333334 7 0.8035225496278426
198 0.016666666666666666 6 0.8035283242411284
