66 0.009999999999999998 38 0.18843489857961726
66 0.019999999999999997 41 0.188465736087019
66 0.03 40 0.1884488217042044
64 0.04 38 0.18843489857961726
64 0.05 42 0.18846075970512055
74 0.009166666666666667 22 0.18741369993140622
72 0.018333333333333333 40 0.18847702866093763
72 0.0275 44 0.18846707006856767
72 0.03666666666666667 22 0.18741369993140622
70 0.04583333333333334 40 0.18847905483979444
80 0.008333333333333335 44 0.18847545358676232
80 0.01666666666666667 42 0.1884478881022179
78 0.025 40 0.18847471512970937
78 0.03333333333333333 44 0.18847545358676232
78 0.041666666666666664 42 0.1884478881022179
90 0.0075 40 0.18824594890012325
88 0.015 39 0.18846960600664542
88 0.0225 44 0.1884470155829443
88 0.03 37 0.1882331240958458
86 0.0375 39 0.18846960600664542
100 0.006666666666666666 43 0.18847449570487929
100 0.013333333333333332 41 0.18844478123863073
98 0.02 41 0.1884685641845869
98 0.02666666666666667 43 0.18847449570487929
98 0.03333333333333333 40 0.18844032150885048
114 0.0058333333333333345 44 0.18847449570487929
114 0.011666666666666669 44 0.18845964244385738
114 0.0175 39 0.1882940671106511
112 0.023333333333333334 44 0.18847449570487929
112 0.029166666666666667 42 0.18845425842767916
134 0.004999999999999999 43 0.18844478123863073
132 0.009999999999999998 42 0.188470173987625
132 0.015 44 0.1884606003257404
132 0.02 42 0.1884398036359607
130 0.025 42 0.188470173987625
160 0.0041666666666666675 42 0.18845370893849234
160 0.008333333333333335 40 0.18844627833740102
160 0.0125 22 0.1875151374757017
158 0.016666666666666666 42 0.18845370893849234
158 0.020833333333333332 40 0.18844627833740102
