166 0.004 41 0.33139939460352363
166 0.008 39 0.3312928151588276
166 0.012 41 0.33125906919771075
164 0.016 41 0.33139939460352363
164 0.02 39 0.3312928151588276
174 0.0038333333333333336 39 0.33125906919771075
174 0.007666666666666667 38 0.33125290951310504
172 0.0115 41 0.33132923355305244
172 0.015333333333333332 39 0.33125906919771075
172 0.019166666666666665 38 0.33125290951310504
182 0.003666666666666666 40 0.33139939460352363
182 0.007333333333333332 38 0.33095195665841326
180 0.011 40 0.33136297785732294
180 0.014666666666666666 40 0.33139939460352363
180 0.018333333333333333 38 0.33095195665841326
190 0.0034999999999999996 40 0.3313635548946018
190 0.006999999999999999 41 0.3312928151588276
190 0.010499999999999999 38 0.33095195665841326
188 0.013999999999999999 40 0.3313635548946018
188 0.017499999999999998 41 0.3312928151588276
