166 0.004 5 0.4161035360910885
166 0.008 6 0.41308203223491224
166 0.012 4 0.4128339561855078
164 0.016 6 0.8035336596780118
164 0.02 4 0.4128616179951319
174 0.0038333333333333336 9 0.8035361958363989
174 0.007666666666666667 5 0.41608152065401677
172 0.0115 4 0.4128339561855078
172 0.015333333333333332 6 0.8035325993749425
172 0.019166666666666665 5 0.41608152065401677
182 0.003666666666666666 15 0.8035315038777657
182 0.007333333333333332 4 0.41279651410537815
180 0.011 6 0.41323604594244456
180 0.014666666666666666 10 0.8035298605375621
180 0.018333333333333333 8 0.8035267297044615
190 0.0034999999999999996 6 0.4132789617337618
190 0.006999999999999999 5 0.4160913662544759
190 0.010499999999999999 6 0.4128754601174754
188 0.013999999999999999 8 0.8035218882982961
188 0.017499999999999998 10 0.803531305887633
