8 0.08333333333333334 72 0.33350262506423733
8 0.16666666666666669 55 0.3334639523236764
8 0.25 20 0.3302125031227242
6 0.3333333333333333 71 0.333368907207928
6 0.41666666666666663 56 0.33291480247209393
18 0.039999999999999994 21 0.3280836120390197
16 0.07999999999999999 59 0.33349003462902804
16 0.12 48 0.3335245511384969
16 0.16 21 0.3280878246926531
14 0.2 55 0.33344059927957836
34 0.019999999999999997 41 0.3315038703543296
32 0.039999999999999994 55 0.33332615595193593
32 0.06 51 0.3321709453849354
32 0.08 41 0.3315038703543296
30 0.1 56 0.3333962189166193
66 0.009999999999999998 43 0.3317844612650519
66 0.019999999999999997 41 0.33143313724648893
66 0.03 40 0.3312928151588276
64 0.04 41 0.3317838015745066
64 0.05 41 0.33143313724648893
200 0.003333333333333333 40 0.33139939460352363
200 0.006666666666666666 38 0.33125290951310504
198 0.01 40 0.3312928151588276
198 0.013333333333333334 40 0.33139939460352363
198 0.016666666666666666 38 0.33125290951310504
