166 0.004 5 0.3453787408324087
166 0.008 4 0.34043828427427153
166 0.012 4 0.3403995351856026
164 0.016 6 0.6698660874888044
164 0.02 6 0.34063446777363476
174 0.0038333333333333336 9 0.6698701680745837
174 0.007666666666666667 5 0.3453556470144349
172 0.0115 13 0.6698693814026235
172 0.015333333333333332 6 0.6698641979485659
172 0.019166666666666665 5 0.3453556470144349
182 0.003666666666666666 15 0.6698676046531112
182 0.007333333333333332 6 0.34090862538727107
180 0.011 6 0.34097804640712454
180 0.014666666666666666 10 0.6698649148112328
180 0.018333333333333333 7 0.6698577673543923
190 0.0034999999999999996 6 0.34099792649478183
190 0.006999999999999999 5 0.34537233024096153
190 0.010499999999999999 6 0.34097918913870723
188 0.013999999999999999 9 0.6698595428567146
188 0.017499999999999998 12 0.6698674919937924
