25.0,8,178.61333333333334,0.08333333333333334,72,0.33350262506423733,980
25.0,8,184.17333333333335,0.16666666666666669,55,0.3334639523236764,761
25.0,8,157.36666666666667,0.25,20,0.3302125031227242,629
25.0,6,139.45333333333335,0.3333333333333333,71,0.333368907207928,702
25.0,6,139.76,0.41666666666666663,56,0.33291480247209393,639
12.0,18,353.0,0.039999999999999994,21,0.3280836120390197,1491
12.0,16,350.96,0.07999999999999999,59,0.33349003462902804,1477
12.0,16,343.6533333333333,0.12,48,0.3335245511384969,1357
12.0,16,311.50666666666666,0.16,21,0.3280878246926531,1244
12.0,14,321.41333333333336,0.2,55,0.33344059927957836,1396
6.0,34,755.6733333333333,0.019999999999999997,41,0.3315038703543296,3006
6.0,32,709.9,0.039999999999999994,55,0.33332615595193593,3388
6.0,32,682.3066666666666,0.06,51,0.3321709453849354,3176
6.0,32,716.1866666666666,0.08,41,0.3315038703543296,2911
6.0,30,673.0666666666667,0.1,56,0.3333962189166193,3402
3.0,66,1458.04,0.009999999999999998,43,0.3317844612650519,6792
3.0,66,1466.26,0.019999999999999997,41,0.33143313724648893,6482
3.0,66,1460.28,0.03,40,0.3312928151588276,5740
3.0,64,1442.66,0.04,41,0.3317838015745066,6338
3.0,64,1427.8,0.05,41,0.33143313724648893,6327
1.0,200,4152.986666666667,0.003333333333333333,40,0.33139939460352363,16858
1.0,200,4122.573333333334,0.006666666666666666,38,0.33125290951310504,18591
1.0,198,4374.66,0.01,40,0.3312928151588276,18378
1.0,198,4129.18,0.013333333333333334,40,0.33139939460352363,16683
1.0,198,4086.62,0.016666666666666666,38,0.33125290951310504,18392
2.75,74,1499.0933333333332,0.009166666666666667,23,0.32951676722733647,6147
2.75,72,1595.78,0.018333333333333333,42,0.3315734460597334,6760
2.75,72,1511.5066666666667,0.0275,41,0.3314004202704738,6087
2.75,72,1460.0066666666667,0.03666666666666667,23,0.32951676722733647,5963
2.75,70,1582.16,0.04583333333333334,40,0.33156566077368643,6703
2.25,90,1852.9533333333334,0.0075,38,0.33095195665841326,8370
2.25,88,1853.3733333333332,0.015,42,0.33153970675275324,8383
2.25,88,1945.06,0.0225,38,0.33132761259171595,7814
2.25,88,1815.3733333333332,0.03,38,0.33095195665841326,8123
2.25,86,1813.86,0.0375,42,0.33153970675275324,8080
1.75,114,2391.96,0.0058333333333333345,43,0.33146955233984876,10071
1.75,114,2384.9133333333334,0.011666666666666669,40,0.33132923355305244,9669
1.75,114,2349.5666666666666,0.0175,38,0.33095317724808604,10608
1.75,112,2356.24,0.023333333333333334,43,0.33146955233984876,10662
1.75,112,2345.8333333333335,0.029166666666666667,40,0.33132923355305244,9626
1.25,160,3334.0533333333333,0.0041666666666666675,40,0.3313298105903313,13139
1.25,160,3323.5933333333332,0.008333333333333335,41,0.3311889015467747,15045
1.25,160,3250.173333333333,0.0125,23,0.3295162547502901,13513
1.25,158,3305.02,0.016666666666666666,40,0.3313298105903313,12467
1.25,158,3285.7466666666664,0.020833333333333332,41,0.3311889015467747,14950
1.2,166,3471.633333333333,0.004,41,0.33139939460352363,15655
1.2,166,3656.4266666666667,0.008,39,0.3312928151588276,17383
1.2,166,3435.04,0.012,41,0.33125906919771075,15405
1.2,164,3447.88,0.016,41,0.33139939460352363,15420
1.2,164,3619.0333333333333,0.02,39,0.3312928151588276,16082
1.0999999999999999,182,3777.7933333333335,0.003666666666666666,40,0.33139939460352363,17012
1.0999999999999999,182,3746.5466666666666,0.007333333333333332,38,0.33095195665841326,15295
1.0999999999999999,180,3967.3133333333335,0.011,40,0.33136297785732294,17845
1.0999999999999999,180,3753.9933333333333,0.014666666666666666,40,0.33139939460352363,16913
1.0999999999999999,180,3710.3866666666668,0.018333333333333333,38,0.33095195665841326,14955
