25.0,8,174.92,0.08333333333333334,62,0.10805439662615472,1840
25.0,8,171.65333333333334,0.16666666666666669,54,0.10803806892662546,1112
25.0,8,151.74,0.25,21,0.10746749156556554,1027
25.0,6,139.84,0.3333333333333333,60,0.10758737053967428,668
25.0,6,126.6,0.41666666666666663,48,0.10796886515803386,572
12.0,18,351.5,0.039999999999999994,25,0.10782653245104958,1487
12.0,16,340.46666666666664,0.07999999999999999,56,0.10804410674877639,1898
12.0,16,337.3933333333333,0.12,46,0.10804108797329011,1588
12.0,16,315.1333333333333,0.16,23,0.1061673588479748,1448
12.0,14,315.72,0.2,50,0.10801716035410107,1572
6.0,34,716.88,0.019999999999999997,41,0.10805439662615472,3231
6.0,32,710.14,0.039999999999999994,56,0.10804468853419237,3156
6.0,32,675.1733333333333,0.06,53,0.10804721944660571,3105
6.0,32,698.8333333333334,0.08,39,0.10803990214535544,3065
6.0,30,683.7133333333334,0.1,51,0.10804194178828112,3081
3.0,66,1364.8,0.009999999999999998,40,0.10804736910942003,5971
3.0,66,1450.9666666666667,0.019999999999999997,43,0.10804336933612356,6373
3.0,66,1425.8533333333332,0.03,42,0.1080361918611436,5816
3.0,64,1331.12,0.04,40,0.10804736910942003,5898
3.0,64,1389.8466666666666,0.05,42,0.10804034672487707,6217
1.0,200,4124.18,0.003333333333333333,43,0.10803476365821134,17913
1.0,200,4096.86,0.006666666666666666,40,0.10802631952858419,17703
1.0,198,4339.593333333333,0.01,44,0.10803976317683821,17761
1.0,198,4100.206666666667,0.013333333333333334,43,0.10803476365821134,17798
1.0,198,4065.48,0.016666666666666666,40,0.10802631952858419,16848
2.75,74,1492.5533333333333,0.009166666666666667,24,0.10760505330670996,6072
2.75,72,1496.48,0.018333333333333333,43,0.10805158706716632,5584
2.75,72,1478.78,0.0275,46,0.10804339344713933,7074
2.75,72,1459.3933333333334,0.03666666666666667,25,0.10760500878462921,6662
2.75,70,1460.8333333333333,0.04583333333333334,42,0.1080515870434149,5612
2.25,90,1804.2933333333333,0.0075,43,0.10795785389081956,8418
2.25,88,1799.9066666666668,0.015,41,0.10804847559559631,7630
2.25,88,1799.9933333333333,0.0225,44,0.10803458542746516,9133
2.25,88,1771.4533333333334,0.03,39,0.10795625324249634,7925
2.25,86,1765.5,0.0375,41,0.10804847559559631,8113
1.75,114,2361.7,0.0058333333333333345,46,0.10804721944660571,10445
1.75,114,2329.26,0.011666666666666669,46,0.10804094867161264,9751
1.75,114,2340.233333333333,0.0175,41,0.10797489276158424,10683
1.75,112,2286.9733333333334,0.023333333333333334,44,0.10804610461751255,9834
1.75,112,2408.9866666666667,0.029166666666666667,42,0.10803762150223885,9101
1.25,160,3484.1866666666665,0.0041666666666666675,44,0.10803850599500428,13215
1.25,160,3408.36,0.008333333333333335,42,0.10803534669394473,13916
1.25,160,3240.8,0.0125,24,0.10764507313184175,13720
1.25,158,3454.7733333333335,0.016666666666666666,44,0.10803850599500428,13851
1.25,158,3363.16,0.020833333333333332,40,0.10803427638693235,13907
1.2,166,3409.6066666666666,0.004,46,0.10804540785775975,13382
1.2,166,3426.346666666667,0.008,49,0.10803787885359513,15862
1.2,166,3383.173333333333,0.012,40,0.1080286928620797,14420
1.2,164,3357.4133333333334,0.016,45,0.10804500673202053,13946
1.2,164,3532.2066666666665,0.02,45,0.1080366488086092,17213
1.0999999999999999,182,3685.34,0.003666666666666666,43,0.10803476365821134,16362
1.0999999999999999,182,3727.3533333333335,0.007333333333333332,41,0.10797493728366497,15540
1.0999999999999999,180,3742.193333333333,0.011,46,0.10804099321744488,15375
1.0999999999999999,180,3661.54,0.014666666666666666,43,0.10803476365821134,16257
1.0999999999999999,180,3694.9933333333333,0.018333333333333333,41,0.10797493728366497,14882
